transaction_date,merchant_category,transaction_amount
2020-02-15,Misc Pos,6859.29
2020-02-15,Personal Care,5222.65
2020-02-15,Misc Net,9715.460000000001
2020-02-15,Shopping Pos,11701.96
2020-02-15,Travel,777.61
2020-02-15,Shopping Net,11288.48
2020-02-15,Kids Pets,8193.46
2020-02-15,Home,6991.19
2020-02-15,Health Fitness,7136.11
2020-02-15,Grocery Pos,19755.82
2020-02-15,Grocery Net,2464.6
2020-02-15,Gas Transport,10754.13
2020-02-15,Food Dining,5846.16
2020-02-15,Entertainment,8944.72
2020-02-16,Travel,4493.72
2020-02-16,Shopping Pos,15678.69
2020-02-16,Shopping Net,11476.08
2020-02-16,Personal Care,6087.66
2020-02-16,Misc Pos,7666.59
2020-02-16,Misc Net,8165.84
2020-02-16,Kids Pets,8660.09
2020-02-16,Home,10119.64
2020-02-16,Health Fitness,5865.67
2020-02-16,Grocery Pos,21926.94
2020-02-16,Grocery Net,4244.97
2020-02-16,Gas Transport,13530.38
2020-02-16,Food Dining,5941.95
2020-02-16,Entertainment,9633.38
2020-02-17,Travel,4945.59
2020-02-17,Shopping Pos,15672.83
2020-02-17,Shopping Net,12991.39
2020-02-17,Personal Care,6183.96
2020-02-17,Misc Pos,8822.26
2020-02-17,Misc Net,8368.64
2020-02-17,Kids Pets,11478.97
2020-02-17,Health Fitness,7711.24
2020-02-17,Grocery Pos,22897.51
2020-02-17,Grocery Net,4985.66
2020-02-17,Gas Transport,11970.14
2020-02-17,Food Dining,6300.03
2020-02-17,Entertainment,11301.74
2020-02-17,Home,12537.74
2020-02-18,Home,6003.54
2020-02-18,Travel,1680.62
2020-02-18,Shopping Pos,5045.11
2020-02-18,Shopping Net,4552.85
2020-02-18,Personal Care,3737.08
2020-02-18,Misc Pos,4174.55
2020-02-18,Misc Net,2253.27
2020-02-18,Grocery Pos,9537.13
2020-02-18,Health Fitness,3345.97
2020-02-18,Grocery Net,1743.33
2020-02-18,Gas Transport,5798.2
2020-02-18,Food Dining,3067.78
2020-02-18,Entertainment,3170.14
2020-02-18,Kids Pets,4122.3
2020-02-19,Misc Pos,4284.18
2020-02-19,Personal Care,2871.62
2020-02-19,Misc Net,4553.8
2020-02-19,Shopping Pos,7340.45
2020-02-19,Travel,3076.45
2020-02-19,Shopping Net,6153.68
2020-02-19,Kids Pets,5237.17
2020-02-19,Home,6166.39
2020-02-19,Health Fitness,3292.27
2020-02-19,Grocery Pos,12836.73
2020-02-19,Grocery Net,2660.12
2020-02-19,Gas Transport,6637.64
2020-02-19,Food Dining,4177.85
2020-02-19,Entertainment,4839.2300000000005
2020-02-20,Travel,2938.76
2020-02-20,Shopping Pos,7290.6900000000005
2020-02-20,Shopping Net,9524.08
2020-02-20,Personal Care,3654.22
2020-02-20,Misc Pos,2893.74
2020-02-20,Misc Net,5678.08
2020-02-20,Kids Pets,5663.13
2020-02-20,Health Fitness,2848.85
2020-02-20,Grocery Pos,15227.96
2020-02-20,Grocery Net,2003.71
2020-02-20,Gas Transport,8730.67
2020-02-20,Food Dining,3377.58
2020-02-20,Entertainment,4510.25
2020-02-20,Home,6579.63
2020-02-21,Misc Net,7214.9400000000005
2020-02-21,Travel,2051.19
2020-02-21,Shopping Pos,7683.24
2020-02-21,Shopping Net,11442.960000000001
2020-02-21,Personal Care,3440.47
2020-02-21,Misc Pos,4229.67
2020-02-21,Kids Pets,5475.76
2020-02-21,Home,6393.46
2020-02-21,Health Fitness,3937.5
2020-02-21,Grocery Pos,15489.7
2020-02-21,Grocery Net,2609.63
2020-02-21,Gas Transport,7810.46
2020-02-21,Food Dining,4707.57
2020-02-21,Entertainment,4309.03
2020-02-22,Travel,3797.83
2020-02-22,Shopping Pos,11437.130000000001
2020-02-22,Shopping Net,11186.16
2020-02-22,Personal Care,6923.71
2020-02-22,Misc Pos,7216.45
2020-02-22,Misc Net,12219.5
2020-02-22,Kids Pets,9047.15
2020-02-22,Home,6322.63
2020-02-22,Health Fitness,6107.62
2020-02-22,Grocery Pos,19880.59
2020-02-22,Grocery Net,3966.41
2020-02-22,Gas Transport,10413.89
2020-02-22,Food Dining,5436.03
2020-02-22,Entertainment,8395.54
2020-02-23,Shopping Pos,14125.09
2020-02-23,Shopping Net,15240.98
2020-02-23,Personal Care,6617.9
2020-02-23,Misc Pos,7011.73
2020-02-23,Misc Net,9389.87
2020-02-23,Kids Pets,10634.83
2020-02-23,Travel,8035.81
2020-02-23,Health Fitness,6955.36
2020-02-23,Grocery Pos,22468.01
2020-02-23,Grocery Net,4140.87
2020-02-23,Gas Transport,14209.56
2020-02-23,Food Dining,5880.53
2020-02-23,Entertainment,9684.2
2020-02-23,Home,10949.19
2020-02-24,Travel,3176.5099999999998
2020-02-24,Shopping Pos,12166.06
2020-02-24,Shopping Net,7992.8
2020-02-24,Personal Care,7166.68
2020-02-24,Misc Pos,6032.29
2020-02-24,Misc Net,8114.54
2020-02-24,Kids Pets,9070.39
2020-02-24,Home,10908.93
2020-02-24,Health Fitness,7055.39
2020-02-24,Grocery Pos,24429.98
2020-02-24,Grocery Net,4305.87
2020-02-24,Gas Transport,12670.38
2020-02-24,Food Dining,6348.83
2020-02-24,Entertainment,8227.3
2020-02-25,Travel,3174.56
2020-02-25,Shopping Pos,8508.68
2020-02-25,Shopping Net,6600.69
2020-02-25,Personal Care,2308.57
2020-02-25,Misc Pos,4731.42
2020-02-25,Misc Net,4065.19
2020-02-25,Kids Pets,5007.38
2020-02-25,Home,5765.96
2020-02-25,Health Fitness,4515.1
2020-02-25,Grocery Pos,10717.42
2020-02-25,Grocery Net,1505.73
2020-02-25,Gas Transport,5336.07
2020-02-25,Food Dining,4679.85
2020-02-25,Entertainment,3933.35
2020-02-26,Travel,3676.45
2020-02-26,Shopping Pos,9068.78
2020-02-26,Shopping Net,6089.35
2020-02-26,Personal Care,4444.26
2020-02-26,Misc Pos,5455.54
2020-02-26,Misc Net,3843.83
2020-02-26,Kids Pets,5367.5199999999995
2020-02-26,Health Fitness,4180.84
2020-02-26,Grocery Pos,12289.31
2020-02-26,Grocery Net,1757.98
2020-02-26,Gas Transport,6083.03
2020-02-26,Food Dining,3592.24
2020-02-26,Entertainment,4963.26
2020-02-26,Home,5384.0
2020-02-27,Misc Net,4604.55
2020-02-27,Travel,1735.79
2020-02-27,Shopping Pos,7443.06
2020-02-27,Shopping Net,7932.4800000000005
2020-02-27,Personal Care,3162.1
2020-02-27,Misc Pos,3165.03
2020-02-27,Kids Pets,4791.02
2020-02-27,Home,7787.17
2020-02-27,Health Fitness,3058.86
2020-02-27,Grocery Pos,13531.63
2020-02-27,Grocery Net,1279.71
2020-02-27,Gas Transport,6837.09
2020-02-27,Food Dining,4775.83
2020-02-27,Entertainment,4535.78
2020-02-28,Travel,14651.64
2020-02-28,Shopping Pos,10122.19
2020-02-28,Shopping Net,10725.33
2020-02-28,Personal Care,4744.88
2020-02-28,Misc Pos,5713.41
2020-02-28,Misc Net,5302.83
2020-02-28,Kids Pets,5878.24
2020-02-28,Health Fitness,4953.34
2020-02-28,Grocery Pos,13600.93
2020-02-28,Grocery Net,2246.53
2020-02-28,Gas Transport,7158.06
2020-02-28,Food Dining,4200.04
2020-02-28,Entertainment,6043.54
2020-02-28,Home,6881.86
2020-03-01,Misc Net,8797.71
2020-03-01,Travel,15043.07
2020-03-01,Shopping Pos,19749.3
2020-03-01,Shopping Net,14191.82
2020-03-01,Personal Care,7374.62
2020-03-01,Misc Pos,8399.89
2020-03-01,Kids Pets,11307.08
2020-03-01,Home,12511.98
2020-03-01,Health Fitness,9145.71
2020-03-01,Grocery Pos,27611.34
2020-03-01,Grocery Net,3229.8
2020-03-01,Gas Transport,13820.29
2020-03-01,Food Dining,7823.91
2020-03-01,Entertainment,10331.81
2020-03-02,Travel,15430.51
2020-03-02,Shopping Pos,17253.48
2020-03-02,Shopping Net,14041.69
2020-03-02,Personal Care,7963.45
2020-03-02,Misc Pos,9131.039999999999
2020-03-02,Misc Net,12959.710000000001
2020-03-02,Kids Pets,13173.09
2020-03-02,Home,14652.62
2020-03-02,Health Fitness,9993.08
2020-03-02,Grocery Pos,32011.14
2020-03-02,Grocery Net,5255.04
2020-03-02,Gas Transport,15779.28
2020-03-02,Food Dining,8405.83
2020-03-02,Entertainment,13837.69
2020-03-03,Shopping Pos,20960.63
2020-03-03,Shopping Net,13363.28
2020-03-03,Personal Care,7681.3
2020-03-03,Misc Pos,8349.45
2020-03-03,Misc Net,8797.48
2020-03-03,Kids Pets,14621.56
2020-03-03,Travel,4009.92
2020-03-03,Health Fitness,10610.32
2020-03-03,Grocery Pos,29710.15
2020-03-03,Grocery Net,4698.42
2020-03-03,Gas Transport,15637.87
2020-03-03,Food Dining,7001.34
2020-03-03,Entertainment,11705.25
2020-03-03,Home,14248.32
2020-03-04,Travel,2690.73
2020-03-04,Shopping Pos,8156.35
2020-03-04,Shopping Net,9905.52
2020-03-04,Personal Care,6016.49
2020-03-04,Misc Pos,5730.17
2020-03-04,Misc Net,5790.14
2020-03-04,Kids Pets,7582.75
2020-03-04,Home,7348.0
2020-03-04,Health Fitness,3785.69
2020-03-04,Grocery Pos,13737.7
2020-03-04,Grocery Net,1937.93
2020-03-04,Gas Transport,8180.07
2020-03-04,Food Dining,5132.35
2020-03-04,Entertainment,5221.57
2020-03-05,Travel,2861.19
2020-03-05,Shopping Pos,6595.3099999999995
2020-03-05,Shopping Net,8709.62
2020-03-05,Personal Care,4998.15
2020-03-05,Misc Pos,5560.5
2020-03-05,Misc Net,5614.44
2020-03-05,Kids Pets,7080.74
2020-03-05,Home,6816.78
2020-03-05,Health Fitness,4338.07
2020-03-05,Grocery Pos,17594.6
2020-03-05,Grocery Net,1989.89
2020-03-05,Gas Transport,9853.68
2020-03-05,Food Dining,4422.17
2020-03-05,Entertainment,6149.54
2020-03-06,Travel,5081.65
2020-03-06,Shopping Pos,14810.499999999998
2020-03-06,Shopping Net,8839.35
2020-03-06,Personal Care,5433.56
2020-03-06,Misc Pos,5590.67
2020-03-06,Misc Net,6868.82
2020-03-06,Kids Pets,6917.74
2020-03-06,Home,8312.61
2020-03-06,Health Fitness,5275.35
2020-03-06,Grocery Pos,19332.63
2020-03-06,Grocery Net,2748.34
2020-03-06,Gas Transport,9758.87
2020-03-06,Food Dining,5774.2
2020-03-06,Entertainment,6303.79
2020-03-07,Shopping Pos,12724.38
2020-03-07,Shopping Net,5459.75
2020-03-07,Personal Care,6095.63
2020-03-07,Misc Pos,6628.91
2020-03-07,Misc Net,3932.09
2020-03-07,Kids Pets,8715.98
2020-03-07,Travel,1951.93
2020-03-07,Health Fitness,5979.25
2020-03-07,Grocery Pos,16036.76
2020-03-07,Grocery Net,2515.97
2020-03-07,Gas Transport,10259.94
2020-03-07,Food Dining,6872.2300000000005
2020-03-07,Entertainment,6647.08
2020-03-07,Home,9894.83
2020-03-08,Travel,7417.95
2020-03-08,Shopping Pos,20624.29
2020-03-08,Shopping Net,18743.2
2020-03-08,Personal Care,6259.7300000000005
2020-03-08,Misc Pos,10875.43
2020-03-08,Misc Net,8894.88
2020-03-08,Kids Pets,11081.82
2020-03-08,Home,12481.45
2020-03-08,Health Fitness,7038.77
2020-03-08,Grocery Pos,25544.28
2020-03-08,Grocery Net,3815.6
2020-03-08,Gas Transport,16298.36
2020-03-08,Food Dining,7675.02
2020-03-08,Entertainment,9341.74
2020-03-09,Shopping Pos,14000.56
2020-03-09,Shopping Net,13349.630000000001
2020-03-09,Personal Care,9142.04
2020-03-09,Misc Pos,15213.23
2020-03-09,Misc Net,12342.34
2020-03-09,Kids Pets,13149.57
2020-03-09,Travel,3937.33
2020-03-09,Health Fitness,9965.74
2020-03-09,Grocery Pos,29523.68
2020-03-09,Grocery Net,5841.76
2020-03-09,Gas Transport,17395.74
2020-03-09,Food Dining,10912.99
2020-03-09,Entertainment,12873.46
2020-03-09,Home,16083.11
2020-03-10,Shopping Pos,32952.2
2020-03-10,Shopping Net,15630.33
2020-03-10,Personal Care,8877.49
2020-03-10,Misc Pos,7542.7
2020-03-10,Misc Net,9781.46
2020-03-10,Kids Pets,14527.4
2020-03-10,Travel,4742.01
2020-03-10,Health Fitness,10240.91
2020-03-10,Grocery Pos,30095.28
2020-03-10,Grocery Net,4267.24
2020-03-10,Gas Transport,14277.41
2020-03-10,Food Dining,9433.09
2020-03-10,Entertainment,11548.16
2020-03-10,Home,13134.07
2020-03-11,Travel,6395.73
2020-03-11,Shopping Pos,12536.34
2020-03-11,Shopping Net,10252.019999999999
2020-03-11,Personal Care,5763.15
2020-03-11,Misc Pos,4820.26
2020-03-11,Misc Net,7279.66
2020-03-11,Kids Pets,6563.57
2020-03-11,Home,6568.29
2020-03-11,Grocery Pos,14820.89
2020-03-11,Grocery Net,2126.29
2020-03-11,Gas Transport,8725.6
2020-03-11,Food Dining,4995.94
2020-03-11,Entertainment,6999.81
2020-03-11,Health Fitness,4272.21
2020-03-12,Misc Net,6923.39
2020-03-12,Shopping Pos,13120.49
2020-03-12,Shopping Net,8455.03
2020-03-12,Personal Care,4208.37
2020-03-12,Misc Pos,6018.88
2020-03-12,Kids Pets,7215.95
2020-03-12,Travel,4044.21
2020-03-12,Health Fitness,4819.4
2020-03-12,Entertainment,7960.53
2020-03-12,Food Dining,4993.91
2020-03-12,Home,8203.34
2020-03-12,Grocery Net,3243.73
2020-03-12,Grocery Pos,17188.18
2020-03-12,Gas Transport,9115.44
2020-03-13,Travel,1309.11
2020-03-13,Shopping Pos,8584.76
2020-03-13,Shopping Net,10264.23
2020-03-13,Personal Care,5040.2699999999995
2020-03-13,Misc Pos,4637.12
2020-03-13,Kids Pets,9291.69
2020-03-13,Misc Net,6094.650000000001
2020-03-13,Health Fitness,5799.29
2020-03-13,Grocery Pos,16465.39
2020-03-13,Grocery Net,3075.03
2020-03-13,Gas Transport,10120.6
2020-03-13,Food Dining,5701.23
2020-03-13,Entertainment,5679.29
2020-03-13,Home,9609.24
2020-03-14,Misc Pos,9329.42
2020-03-14,Travel,3278.69
2020-03-14,Shopping Pos,8056.599999999999
2020-03-14,Shopping Net,7493.76
2020-03-14,Personal Care,4884.18
2020-03-14,Kids Pets,6634.39
2020-03-14,Misc Net,4429.4
2020-03-14,Health Fitness,5952.69
2020-03-14,Grocery Pos,16787.87
2020-03-14,Grocery Net,2740.6
2020-03-14,Gas Transport,10380.55
2020-03-14,Food Dining,5567.4800000000005
2020-03-14,Entertainment,7496.01
2020-03-14,Home,9583.27
2020-03-15,Travel,6964.6900000000005
2020-03-15,Shopping Pos,16580.87
2020-03-15,Shopping Net,12292.35
2020-03-15,Personal Care,7746.7
2020-03-15,Misc Pos,8402.07
2020-03-15,Misc Net,7509.58
2020-03-15,Kids Pets,10592.39
2020-03-15,Home,13297.23
2020-03-15,Grocery Pos,26042.08
2020-03-15,Grocery Net,4357.24
2020-03-15,Gas Transport,16003.58
2020-03-15,Food Dining,7366.46
2020-03-15,Entertainment,11899.06
2020-03-15,Health Fitness,8434.23
2020-03-16,Misc Pos,12724.36
2020-03-16,Travel,7029.61
2020-03-16,Shopping Pos,22283.95
2020-03-16,Shopping Net,21151.75
2020-03-16,Personal Care,8824.28
2020-03-16,Kids Pets,13428.36
2020-03-16,Misc Net,9754.88
2020-03-16,Health Fitness,9317.7
2020-03-16,Entertainment,17009.15
2020-03-16,Food Dining,10749.04
2020-03-16,Gas Transport,18033.53
2020-03-16,Home,16782.09
2020-03-16,Grocery Pos,30371.98
2020-03-16,Grocery Net,4607.72
2020-03-17,Travel,2986.38
2020-03-17,Shopping Pos,19802.47
2020-03-17,Shopping Net,17071.51
2020-03-17,Personal Care,10128.2
2020-03-17,Misc Net,8490.57
2020-03-17,Kids Pets,14872.52
2020-03-17,Misc Pos,9927.6
2020-03-17,Health Fitness,11126.73
2020-03-17,Grocery Pos,30846.32
2020-03-17,Grocery Net,4380.35
2020-03-17,Gas Transport,16487.33
2020-03-17,Food Dining,8367.82
2020-03-17,Entertainment,12544.67
2020-03-17,Home,15774.26
2020-03-18,Travel,3836.6800000000003
2020-03-18,Shopping Pos,13008.76
2020-03-18,Shopping Net,12603.26
2020-03-18,Personal Care,4258.99
2020-03-18,Misc Pos,4386.79
2020-03-18,Misc Net,5106.4
2020-03-18,Kids Pets,4253.4
2020-03-18,Home,5922.54
2020-03-18,Grocery Pos,14617.99
2020-03-18,Grocery Net,2123.01
2020-03-18,Gas Transport,6341.3
2020-03-18,Food Dining,4534.8
2020-03-18,Entertainment,6681.12
2020-03-18,Health Fitness,6159.37
2020-03-19,Travel,3956.17
2020-03-19,Shopping Pos,11045.98
2020-03-19,Shopping Net,15494.460000000001
2020-03-19,Personal Care,5043.84
2020-03-19,Misc Pos,4580.33
2020-03-19,Misc Net,7938.78
2020-03-19,Kids Pets,7136.67
2020-03-19,Home,8468.45
2020-03-19,Grocery Pos,17966.49
2020-03-19,Grocery Net,3257.15
2020-03-19,Gas Transport,8013.87
2020-03-19,Food Dining,4066.16
2020-03-19,Entertainment,7977.400000000001
2020-03-19,Health Fitness,5003.67
2020-03-20,Misc Net,5607.64
2020-03-20,Shopping Pos,10590.15
2020-03-20,Shopping Net,13790.76
2020-03-20,Personal Care,4325.25
2020-03-20,Misc Pos,2236.5099999999998
2020-03-20,Kids Pets,8193.05
2020-03-20,Travel,2319.37
2020-03-20,Health Fitness,5411.39
2020-03-20,Grocery Pos,20067.59
2020-03-20,Grocery Net,2902.42
2020-03-20,Gas Transport,9610.57
2020-03-20,Food Dining,4951.73
2020-03-20,Entertainment,5556.64
2020-03-20,Home,8913.94
2020-03-21,Travel,7945.21
2020-03-21,Shopping Pos,14894.87
2020-03-21,Shopping Net,7016.61
2020-03-21,Personal Care,4377.29
2020-03-21,Misc Pos,5065.75
2020-03-21,Misc Net,4252.63
2020-03-21,Kids Pets,6736.1900000000005
2020-03-21,Food Dining,5639.0
2020-03-21,Health Fitness,7307.15
2020-03-21,Grocery Pos,16309.67
2020-03-21,Grocery Net,2756.49
2020-03-21,Gas Transport,8418.64
2020-03-21,Home,9627.76
2020-03-21,Entertainment,7787.08
2020-03-22,Shopping Pos,16052.19
2020-03-22,Shopping Net,11832.09
2020-03-22,Personal Care,7973.14
2020-03-22,Misc Pos,6666.45
2020-03-22,Misc Net,7984.58
2020-03-22,Kids Pets,11665.14
2020-03-22,Travel,4334.9800000000005
2020-03-22,Health Fitness,8529.16
2020-03-22,Grocery Pos,24434.2
2020-03-22,Grocery Net,3548.25
2020-03-22,Gas Transport,15140.24
2020-03-22,Food Dining,7597.41
2020-03-22,Entertainment,11369.95
2020-03-22,Home,13077.29
2020-03-23,Travel,4609.57
2020-03-23,Shopping Pos,22141.73
2020-03-23,Shopping Net,18489.31
2020-03-23,Personal Care,9061.09
2020-03-23,Misc Pos,12780.53
2020-03-23,Misc Net,11704.75
2020-03-23,Kids Pets,12653.49
2020-03-23,Home,15038.11
2020-03-23,Grocery Pos,26650.86
2020-03-23,Grocery Net,5097.71
2020-03-23,Gas Transport,17866.46
2020-03-23,Food Dining,10210.26
2020-03-23,Entertainment,13632.96
2020-03-23,Health Fitness,9915.78
2020-03-24,Misc Net,6564.59
2020-03-24,Shopping Pos,18719.08
2020-03-24,Shopping Net,11526.45
2020-03-24,Personal Care,8063.61
2020-03-24,Misc Pos,8217.42
2020-03-24,Kids Pets,12531.5
2020-03-24,Travel,5015.46
2020-03-24,Health Fitness,10767.58
2020-03-24,Grocery Pos,33593.23
2020-03-24,Grocery Net,5307.73
2020-03-24,Gas Transport,17210.66
2020-03-24,Food Dining,11479.51
2020-03-24,Entertainment,13398.21
2020-03-24,Home,16038.69
2020-03-25,Travel,5872.03
2020-03-25,Shopping Pos,7816.9
2020-03-25,Shopping Net,5477.17
2020-03-25,Personal Care,5002.35
2020-03-25,Misc Pos,5240.12
2020-03-25,Misc Net,4478.72
2020-03-25,Kids Pets,5513.05
2020-03-25,Home,6494.5
2020-03-25,Health Fitness,5442.77
2020-03-25,Grocery Pos,13655.86
2020-03-25,Grocery Net,2303.75
2020-03-25,Gas Transport,6652.97
2020-03-25,Food Dining,4673.79
2020-03-25,Entertainment,6545.5199999999995
2020-03-26,Shopping Pos,8747.98
2020-03-26,Shopping Net,8411.64
2020-03-26,Personal Care,4476.46
2020-03-26,Misc Pos,5472.72
2020-03-26,Misc Net,4607.06
2020-03-26,Kids Pets,6594.92
2020-03-26,Travel,2459.66
2020-03-26,Health Fitness,4752.51
2020-03-26,Grocery Pos,14626.44
2020-03-26,Grocery Net,2534.71
2020-03-26,Gas Transport,8432.62
2020-03-26,Food Dining,4918.32
2020-03-26,Entertainment,6733.58
2020-03-26,Home,8435.94
2020-03-27,Travel,4196.9
2020-03-27,Shopping Pos,12227.460000000001
2020-03-27,Shopping Net,6066.1
2020-03-27,Personal Care,4636.18
2020-03-27,Misc Pos,4835.85
2020-03-27,Misc Net,6650.45
2020-03-27,Kids Pets,8100.83
2020-03-27,Home,7100.25
2020-03-27,Grocery Pos,17152.09
2020-03-27,Grocery Net,2979.28
2020-03-27,Gas Transport,8329.6
2020-03-27,Food Dining,7271.51
2020-03-27,Entertainment,6413.91
2020-03-27,Health Fitness,5432.42
2020-03-28,Travel,2462.95
2020-03-28,Shopping Pos,10945.87
2020-03-28,Shopping Net,5683.84
2020-03-28,Personal Care,5561.46
2020-03-28,Misc Pos,5383.16
2020-03-28,Misc Net,5154.93
2020-03-28,Kids Pets,8981.43
2020-03-28,Health Fitness,5050.21
2020-03-28,Grocery Pos,14328.88
2020-03-28,Grocery Net,2583.48
2020-03-28,Gas Transport,10462.08
2020-03-28,Food Dining,6746.8
2020-03-28,Entertainment,7212.83
2020-03-28,Home,9522.12
2020-03-29,Kids Pets,10437.56
2020-03-29,Shopping Pos,19274.61
2020-03-29,Shopping Net,14892.02
2020-03-29,Personal Care,7328.58
2020-03-29,Misc Pos,10957.56
2020-03-29,Misc Net,9799.45
2020-03-29,Travel,6232.04
2020-03-29,Home,13594.01
2020-03-29,Grocery Pos,24271.37
2020-03-29,Grocery Net,4642.63
2020-03-29,Gas Transport,15941.25
2020-03-29,Food Dining,6457.76
2020-03-29,Entertainment,10703.68
2020-03-29,Health Fitness,8418.28
2020-03-30,Travel,8425.53
2020-03-30,Shopping Pos,19649.97
2020-03-30,Shopping Net,12304.2
2020-03-30,Personal Care,9948.07
2020-03-30,Misc Pos,12832.300000000001
2020-03-30,Misc Net,8396.27
2020-03-30,Kids Pets,13830.75
2020-03-30,Home,13782.48
2020-03-30,Health Fitness,10127.29
2020-03-30,Grocery Pos,28029.85
2020-03-30,Grocery Net,5242.71
2020-03-30,Gas Transport,18930.86
2020-03-30,Food Dining,9088.59
2020-03-30,Entertainment,14587.28
2020-03-31,Travel,11865.49
2020-03-31,Shopping Pos,19241.21
2020-03-31,Shopping Net,24553.16
2020-03-31,Personal Care,8437.05
2020-03-31,Misc Pos,9649.27
2020-03-31,Misc Net,10896.4
2020-03-31,Kids Pets,12425.28
2020-03-31,Health Fitness,8832.09
2020-03-31,Grocery Pos,28133.56
2020-03-31,Grocery Net,4194.1
2020-03-31,Gas Transport,14564.9
2020-03-31,Food Dining,8887.87
2020-03-31,Entertainment,13300.15
2020-03-31,Home,13227.78
2020-04-01,Home,8182.51
2020-04-01,Travel,3600.44
2020-04-01,Shopping Pos,6731.74
2020-04-01,Shopping Net,10611.06
2020-04-01,Personal Care,4150.87
2020-04-01,Misc Pos,7227.71
2020-04-01,Misc Net,5608.68
2020-04-01,Grocery Pos,15950.88
2020-04-01,Health Fitness,4974.33
2020-04-01,Grocery Net,2398.87
2020-04-01,Gas Transport,8693.62
2020-04-01,Food Dining,4090.56
2020-04-01,Entertainment,5166.7
2020-04-01,Kids Pets,6859.35
2020-04-02,Misc Pos,3718.2000000000003
2020-04-02,Personal Care,4235.71
2020-04-02,Misc Net,3762.66
2020-04-02,Shopping Pos,11923.95
2020-04-02,Travel,19812.34
2020-04-02,Shopping Net,10551.25
2020-04-02,Kids Pets,6694.48
2020-04-02,Home,7863.5599999999995
2020-04-02,Health Fitness,5087.51
2020-04-02,Grocery Pos,17227.21
2020-04-02,Grocery Net,2414.79
2020-04-02,Gas Transport,9586.49
2020-04-02,Food Dining,4959.63
2020-04-02,Entertainment,5604.7699999999995
2020-04-03,Travel,5681.4400000000005
2020-04-03,Shopping Pos,9924.66
2020-04-03,Shopping Net,9887.98
2020-04-03,Personal Care,5867.25
2020-04-03,Misc Pos,4508.5
2020-04-03,Misc Net,6332.06
2020-04-03,Kids Pets,9578.08
2020-04-03,Health Fitness,5039.2300000000005
2020-04-03,Grocery Pos,16879.59
2020-04-03,Grocery Net,3028.57
2020-04-03,Gas Transport,7926.01
2020-04-03,Food Dining,6156.46
2020-04-03,Entertainment,6629.87
2020-04-03,Home,7169.6
2020-04-04,Misc Net,4854.21
2020-04-04,Travel,2958.4700000000003
2020-04-04,Shopping Pos,7698.77
2020-04-04,Shopping Net,10669.43
2020-04-04,Personal Care,5542.76
2020-04-04,Misc Pos,4783.42
2020-04-04,Kids Pets,8208.17
2020-04-04,Home,9378.52
2020-04-04,Health Fitness,5907.18
2020-04-04,Grocery Pos,15875.83
2020-04-04,Grocery Net,2752.31
2020-04-04,Gas Transport,9833.13
2020-04-04,Food Dining,5434.6
2020-04-04,Entertainment,6870.41
2020-04-05,Travel,4277.87
2020-04-05,Shopping Pos,12376.12
2020-04-05,Shopping Net,8420.97
2020-04-05,Personal Care,7279.66
2020-04-05,Misc Pos,7771.5
2020-04-05,Misc Net,7590.19
2020-04-05,Kids Pets,11022.460000000001
2020-04-05,Home,11838.78
2020-04-05,Health Fitness,8550.5
2020-04-05,Grocery Pos,25710.19
2020-04-05,Grocery Net,3828.84
2020-04-05,Gas Transport,14789.210000000001
2020-04-05,Food Dining,8810.49
2020-04-05,Entertainment,11822.38
2020-04-06,Shopping Pos,15259.38
2020-04-06,Shopping Net,13119.869999999999
2020-04-06,Personal Care,9394.31
2020-04-06,Misc Pos,11510.69
2020-04-06,Misc Net,9622.16
2020-04-06,Kids Pets,11978.85
2020-04-06,Travel,9230.86
2020-04-06,Health Fitness,10111.44
2020-04-06,Grocery Pos,30830.68
2020-04-06,Grocery Net,5076.21
2020-04-06,Gas Transport,18199.62
2020-04-06,Food Dining,11113.59
2020-04-06,Entertainment,12391.87
2020-04-06,Home,15534.69
2020-04-07,Travel,4470.94
2020-04-07,Shopping Pos,16478.19
2020-04-07,Shopping Net,15552.53
2020-04-07,Personal Care,10456.98
2020-04-07,Misc Pos,11535.57
2020-04-07,Misc Net,7994.92
2020-04-07,Kids Pets,14519.0
2020-04-07,Home,13567.43
2020-04-07,Health Fitness,8865.91
2020-04-07,Grocery Pos,30594.29
2020-04-07,Grocery Net,5228.29
2020-04-07,Gas Transport,18170.73
2020-04-07,Food Dining,11398.55
2020-04-07,Entertainment,10090.18
2020-04-08,Travel,2226.58
2020-04-08,Shopping Pos,6095.71
2020-04-08,Shopping Net,8039.9800000000005
2020-04-08,Personal Care,3524.55
2020-04-08,Misc Pos,3939.7999999999997
2020-04-08,Misc Net,4743.58
2020-04-08,Kids Pets,4572.02
2020-04-08,Home,7971.51
2020-04-08,Health Fitness,4299.2
2020-04-08,Grocery Pos,12929.87
2020-04-08,Grocery Net,2809.17
2020-04-08,Gas Transport,8685.76
2020-04-08,Food Dining,3865.71
2020-04-08,Entertainment,6110.45
2020-04-09,Travel,9030.7
2020-04-09,Shopping Pos,10257.47
2020-04-09,Shopping Net,11983.48
2020-04-09,Personal Care,3379.55
2020-04-09,Misc Pos,4540.68
2020-04-09,Misc Net,5583.52
2020-04-09,Kids Pets,6006.85
2020-04-09,Home,7081.08
2020-04-09,Health Fitness,5589.04
2020-04-09,Grocery Pos,15592.53
2020-04-09,Grocery Net,2692.8
